session,start,end,seconds,rc
batch-T-001-T-002-T-003,1785344965,1785345588,623,rc=0
batch-T-004-T-005-T-006,1785345592,1785345835,243,rc=0
batch-T-007-T-008-T-009,1785345840,1785345909,69,rc=0
batch-verify-sfix,1785346278,1785347014,736,rc=0
batch-T-010-T-011-T-012,1785347150,1785347616,466,rc=0
batch-T-013-T-014-T-015,1785347625,1785347852,227,rc=0
batch-verify-sfix,1785347873,1785348313,440,rc=0
T-017-a1p0,1785348455,1785348989,534,rc=0
m5-evaluate-a1p0,1785349220,1785349364,144,rc=0
